instruction,category,intent
ayuda para cambiar varios productos del pedido numero_pedido,ORDER,change_order
es posible saber cuándo puedo esperar el artículo,DELIVERY,delivery_period
no sé cómo informar de un error con los pagos,PAYMENT,payment_issue
informar de errores con el registro,ACCOUNT,registration_problems
no tengo una cuenta de tipo_cuenta quiero ayuda para registrarme,ACCOUNT,create_account
puedo crear una cuenta de tipo_cuenta,ACCOUNT,create_account
actualizar compra numero_pedido,ORDER,change_order
no sé qué tengo que hacer para ver tus opciones de pago,PAYMENT,check_payment_methods
puedes ayudarme a consultar el estado actual de mi reembolso,REFUND,track_refund
quiero modificar mi dirección de entrega,SHIPPING,change_shipping_address
necesito ayuda para eliminar varios artículos del pedido numero_pedido,ORDER,change_order
quiero ayuda para notificar un problema con los pagos,PAYMENT,payment_issue
hay un problema al cambiar la dirección de envío,SHIPPING,change_shipping_address
reembolsando monto_reembolso dólares,REFUND,get_refund
tengo que descargar mi factura de nombre_persona,INVOICE,get_invoice
podrías ayudarme a hablar con un agente en directo,CONTACT,contact_human_agent
puedes ayudarme a echar un vistazo rápido a la factura n 37777,INVOICE,check_invoice
tengo que introducir la dirección de envío cómo lo hago,SHIPPING,set_up_shipping_address
tengo que hablar con una persona cómo puedo hacerlo,CONTACT,contact_human_agent
tienes un número gratuito para ponerte en contacto con el servicio de atención al cliente,CONTACT,contact_customer_service
tengo una pregunta sobre el pago,PAYMENT,payment_issue
no sé cómo puedo hablar con un agente humano,CONTACT,contact_human_agent
necesito ayuda para ponerme en contacto con el servicio de atención al cliente,CONTACT,contact_customer_service
cómo puedo comprar algunas unidades de su artículo,ORDER,place_order
tengo que comprar un producto ayúdame,ORDER,place_order
qué debo hacer para llamar al servicio de atención al cliente,CONTACT,contact_customer_service
puedes ayudarme a obtener una indemnización,REFUND,get_refund
quiero ayuda para ver la maldita fecha estimada de entrega del pedido numero_pedido,ORDER,track_order
necesito ayuda para comprobar la tarifa por cancelación anticipada,CANCEL,check_cancellation_fee
no sé cómo informar sobre problemas con un registro,ACCOUNT,registration_problems
cómo eliminar algo del pedido numero_pedido,ORDER,change_order
podrías indicarme qué opciones de pago aceptas,PAYMENT,check_payment_methods
cómo abrir una cuenta de tipo_cuenta para mi prometido a,ACCOUNT,create_account
no sé qué hacer para comprar varios productos,ORDER,place_order
he perdido mi clave de acceso puedo recuperarla,ACCOUNT,recover_password
quiero ayuda para abrir otra maldita cuenta pro,ACCOUNT,create_account
intento ver el estado actual de la compra 00004587345,ORDER,track_order
asistencia para comprar algunos de sus productos,ORDER,place_order
necesito ayuda para presentar una queja contra su empresa,FEEDBACK,complaint
puedo cambiar un artículo de compra numero_pedido,ORDER,change_order
quiero ayuda para ver qué métodos de pago están permitidos,PAYMENT,check_payment_methods
realizan envíos a ciudad_entrega,DELIVERY,delivery_options
ayuda para solicitar una compensación,REFUND,get_refund
cómo puedo presentar una queja como cliente contra su organización,FEEDBACK,complaint
necesito ayuda para obtener mis facturas de nombre_persona,INVOICE,get_invoice
cambiar datos en la cuenta tipo_cuenta,ACCOUNT,edit_account
puedes ayudarme a notificar los errores en los pagos en línea,PAYMENT,payment_issue
tengo que consultar el estado de mi suscripción al boletín informativo,SUBSCRIPTION,newsletter_subscription
tienes una dirección para enviar comentarios sobre tus servicios,FEEDBACK,review
dónde puedo consultar el estado actual de mi reembolso,REFUND,track_refund
quiero hablar con atención al cliente,CONTACT,contact_customer_service
introduje una dirección incorrecta por error podría actualizarla,SHIPPING,change_shipping_address
actualizar detalles en la cuenta de oro,ACCOUNT,edit_account
no sé qué tengo que hacer para enviar mi dirección de entrega,SHIPPING,set_up_shipping_address
tengo problemas para enviar la dirección de envío secundaria,SHIPPING,set_up_shipping_address
hay un problema al intentar editar mi dirección,SHIPPING,change_shipping_address
ayuda para ver qué opciones de entrega ofreces,DELIVERY,delivery_options
editando información en la cuenta tipo_cuenta,ACCOUNT,edit_account
necesitas ayuda para ver tus métodos de pago aceptados,PAYMENT,check_payment_methods
ayúdame a revisar mis facturas de nombre_persona,INVOICE,check_invoice
intento cambiar a la cuenta tipo_cuenta,ACCOUNT,switch_account
quiero ponerme en contacto con el servicio de atención al cliente necesito ayuda,CONTACT,contact_customer_service
puedes ayudarme a ver el cargo por salida anticipada,CANCEL,check_cancellation_fee
no sé cómo puedo obtener la factura n 85632,INVOICE,get_invoice
quiero ayuda para cambiar algunos artículos del pedido numero_pedido,ORDER,change_order
cómo presentar una reclamación como consumidor contra su empresa,FEEDBACK,complaint
existe alguna forma de enviar un comentario sobre sus servicios,FEEDBACK,review
cómo puedo saber cuándo llegará mi compra,DELIVERY,delivery_period
tengo que informar sobre problemas con un registro,ACCOUNT,registration_problems
ayúdenme a presentar una reclamación de cliente,FEEDBACK,complaint
descargar factura de nombre_persona,INVOICE,get_invoice
mi experiencia con su marca fue terrible presente una reclamación,FEEDBACK,complaint
entregas a ciudad_entrega,DELIVERY,delivery_options
ayúdame a eliminar un producto de la compra numero_pedido,ORDER,change_order
necesito ayuda para encontrar mi factura n 37777,INVOICE,check_invoice
ayúdenme a saber a qué hora puedo comunicarme con el servicio al cliente,CONTACT,contact_customer_service
ayuda para cancelar la compra numero_pedido,ORDER,cancel_order
dónde puedo recuperar la contraseña de mi usuario,ACCOUNT,recover_password
no sé cómo puedo cambiar a la cuenta tipo_cuenta,ACCOUNT,switch_account
ayuda para comprobar cuánto tarda en llegar el envío,DELIVERY,delivery_period
dónde puedo encontrar mis facturas de nombre_persona,INVOICE,check_invoice
ya no puedo pagar la compra numero_pedido,ORDER,cancel_order
quiero ayuda para saber cuándo puedo esperar mi paquete,DELIVERY,delivery_period
no sé qué debo hacer para cancelar la cuenta tipo_cuenta,ACCOUNT,delete_account
ver la factura n 12588,INVOICE,check_invoice
quiero ayuda para cancelar la compra numero_pedido,ORDER,cancel_order
problemas con la cancelación de cuentas de oro,ACCOUNT,delete_account
no sé cómo presentar una reclamación contra su empresa,FEEDBACK,complaint
asistencia para ver la fecha estimada de entrega de la compra numero_pedido,ORDER,track_order
ayuda para recuperar mi contraseña de usuario,ACCOUNT,recover_password
compré un producto cancelar pedido numero_pedido,ORDER,cancel_order
tengo que revisar la factura número 37777,INVOICE,check_invoice
ayúdame a enumerar las opciones de pago disponibles,PAYMENT,check_payment_methods
no puedo ver el estado actual de la compra numero_pedido,ORDER,track_order
no sé qué hacer para llamar al servicio de atención al cliente,CONTACT,contact_customer_service
necesito ayuda para ver la tarifa de salida anticipada,CANCEL,check_cancellation_fee
quiero ayuda para ver los malditos métodos de pago disponibles,PAYMENT,check_payment_methods
encuentra información sobre cómo suscribirte a nuestro boletín informativo,SUBSCRIPTION,newsletter_subscription
quiero ayuda para conseguir la maldita factura de nombre_persona,INVOICE,get_invoice
ayúdame a comprobar la fecha estimada de llegada del pedido numero_pedido,ORDER,track_order
no sé cómo puedo dejar mi opinión sobre un servicio,FEEDBACK,review
problemas con el restablecimiento del pin,ACCOUNT,recover_password
no sé cómo puedo hablar con un operador,CONTACT,contact_human_agent
necesito comprobar mi maldito estado de restitución,REFUND,track_refund
puedo cerrar una cuenta estándar,ACCOUNT,delete_account
ayúdenme a verificar en qué horario puedo llamar al servicio de atención al cliente,CONTACT,contact_customer_service
mi experiencia con su empresa fue pésima presente una queja,FEEDBACK,complaint
cómo puedo consultar las penalizaciones por salida anticipada,CANCEL,check_cancellation_fee
no sé cómo recuperar la contraseña de mi perfil,ACCOUNT,recover_password
necesito ayuda para informar sobre problemas con el pago en línea,PAYMENT,payment_issue
no entiendo nada de lo que dices contacta con un agente,CONTACT,contact_human_agent
quiero comprobar cuándo llegará mi pedido,DELIVERY,delivery_period
necesito ayuda para cancelar la suscripción al boletín informativo,SUBSCRIPTION,newsletter_subscription
no uso la maldita cuenta gold quiero eliminarla,ACCOUNT,delete_account
estoy intentando ver el estado del pedido numero_pedido,ORDER,track_order
estado actual de la compra numero_pedido,ORDER,track_order
dónde puedo reportar un error con los pagos,PAYMENT,payment_issue
problemas al cancelar el pedido numero_pedido,ORDER,cancel_order
ayuda para resolver un problema de pago,PAYMENT,payment_issue
quiero ayuda para ver las opciones de pago permitidas,PAYMENT,check_payment_methods
qué debo hacer para cancelar la compra numero_pedido,ORDER,cancel_order
intento recuperar mi clave de acceso al perfil,ACCOUNT,recover_password
asistencia para abrir una cuenta de usuario,ACCOUNT,registration_problems
puedes ayudarme a recuperar mi código pin de usuario,ACCOUNT,recover_password
puedo ver las comisiones por retiro,CANCEL,check_cancellation_fee
cambio a cuenta oro,ACCOUNT,switch_account
tengo una pregunta sobre la cancelación de mi cuenta estándar,ACCOUNT,delete_account
quieres contactar con un asistente,CONTACT,contact_human_agent
necesito ingresar otra dirección de envío,SHIPPING,set_up_shipping_address
necesito ayuda para configurar otra dirección de entrega,SHIPPING,set_up_shipping_address
quiero asistencia para cancelar el pedido numero_pedido,ORDER,cancel_order
es posible cancelar la suscripción al boletín informativo,SUBSCRIPTION,newsletter_subscription
cambiando detalles en la cuenta tipo_cuenta,ACCOUNT,edit_account
tengo un problema con la actualización de la dirección de entrega,SHIPPING,change_shipping_address
podría indicarme en qué situaciones puedo solicitar un reembolso,REFUND,check_refund_policy
necesito ayuda para pedir algo,ORDER,place_order
no puedo darme de baja de su boletín informativo corporativo,SUBSCRIPTION,newsletter_subscription
quiero ayuda para ver el estado actual de mi reembolso,REFUND,track_refund
ayuda para realizar una compra,ORDER,place_order
no sé qué tengo que hacer para obtener la factura n 00108,INVOICE,get_invoice
podrías ayudarme a escribir un comentario sobre tus productos,FEEDBACK,review
asistencia para presentar una reclamación de un cliente contra su empresa,FEEDBACK,complaint
no sé qué hacer para comprar algunos artículos,ORDER,place_order
espero una compensación de simbolo_moneda monto_reembolso,REFUND,track_refund
no puedo ver el estado de mi suscripción a su boletín informativo,SUBSCRIPTION,newsletter_subscription
quiero ayuda para cancelar una cuenta tipo_cuenta,ACCOUNT,delete_account
puedo cerrar una cuenta platino,ACCOUNT,delete_account
cuéntame más sobre cómo editar mi dirección,SHIPPING,change_shipping_address
puedes ayudarme a enviar la dirección de envío secundaria,SHIPPING,set_up_shipping_address
puedo abrir una maldita cuenta estándar para mi mamá,ACCOUNT,create_account
necesito ayuda para recuperar el pin de mi cuenta,ACCOUNT,recover_password
cancelar la suscripción al boletín informativo de su empresa,SUBSCRIPTION,newsletter_subscription
no sé cómo puedo chatear con un agente en vivo,CONTACT,contact_human_agent
necesito ayuda para enumerar los métodos de pago aceptados,PAYMENT,check_payment_methods
necesito ayuda para usar la cuenta freemium,ACCOUNT,switch_account
informar de problemas al crear el perfil,ACCOUNT,registration_problems
intento comprobar cuándo puedo esperar mi artículo,DELIVERY,delivery_period
sería posible cancelar la compra numero_pedido,ORDER,cancel_order
problema al abrir una cuenta freemium,ACCOUNT,create_account
ayuda para presentar una queja de consumidor contra su organización,FEEDBACK,complaint
necesito ayuda para abrir una cuenta freemium para mi hija,ACCOUNT,create_account
qué debo hacer para ver el cargo por cancelación anticipada,CANCEL,check_cancellation_fee
quiero ver qué métodos de envío están disponibles,DELIVERY,delivery_options
no sé qué debo hacer para obtener la factura n 12588,INVOICE,get_invoice
necesito ayuda para abrir una cuenta pro para mi hija,ACCOUNT,create_account
ayuda para ver cuánto tiempo suelen tardar los reembolsos,REFUND,check_refund_policy
quiero ayuda para hablar con alguien,CONTACT,contact_human_agent
contactando con un agente humano,CONTACT,contact_human_agent
cheque de nombre_persona,INVOICE,check_invoice
quiero ayuda para adquirir un producto,ORDER,place_order
compré algunos artículos necesito ayuda para cancelar el pedido numero_pedido,ORDER,cancel_order
ayúdenme a ponerme en contacto con el servicio de atención al cliente,CONTACT,contact_customer_service
necesito restaurar mi contraseña de perfil de usuario,ACCOUNT,recover_password
no puedo recibir el boletín informativo,SUBSCRIPTION,newsletter_subscription
he pagado simbolo_moneda monto_reembolso por un producto quiero mi maldito reembolso,REFUND,get_refund
quiero ayuda para comprobar los métodos de pago que aceptan,PAYMENT,check_payment_methods
cómo puedo descargar mis facturas de nombre_persona,INVOICE,get_invoice
quiero ayuda para ver los métodos de pago disponibles,PAYMENT,check_payment_methods
no sé qué tengo que hacer para descargar la factura n 12588,INVOICE,get_invoice
necesito ayuda para obtener las facturas de nombre_persona,INVOICE,get_invoice
actualizar pedido numero_pedido,ORDER,change_order
puedo consultar cuánto tiempo tarda en llegar mi pedido,DELIVERY,delivery_period
estoy esperando un reembolso de simbolo_moneda monto_reembolso,REFUND,track_refund
cómo puedo enviar mis comentarios sobre sus productos,FEEDBACK,review
tengo que cambiar algo del pedido numero_pedido ayúdenme,ORDER,change_order
a qué hora puedo ponerme en contacto con el servicio de atención al cliente,CONTACT,contact_customer_service
tengo que contactar con una persona,CONTACT,contact_human_agent
tengo que adquirir un producto,ORDER,place_order
tengo problemas para modificar mi dirección de envío,SHIPPING,change_shipping_address
tengo una pregunta sobre la cancelación del pedido numero_pedido,ORDER,cancel_order
quiero ayuda para solicitar reembolsos,REFUND,get_refund
es posible ver las penalizaciones por salida anticipada,CANCEL,check_cancellation_fee
informar sobre problemas de pago,PAYMENT,payment_issue
quiero ayuda para exigir un reembolso de mi dinero,REFUND,get_refund
usar acdcount estándar,ACCOUNT,switch_account
puedes ayudarme a ver los cargos por cancelación anticipada,CANCEL,check_cancellation_fee
quiero ayuda para cambiar a la cuenta gold,ACCOUNT,switch_account
no sé cómo puedo presentar una queja como consumidor,FEEDBACK,complaint
cómo utilizo el perfil freemium,ACCOUNT,switch_account
quiero ayuda para ver los cargos por salida anticipada,CANCEL,check_cancellation_fee
ayúdenme a notificar sobre un impago con pagos,PAYMENT,payment_issue
obtener facturas de hace siete meses,INVOICE,get_invoice
no sé cómo informar de un problema de registro,ACCOUNT,registration_problems
no sé cómo puedo dejar una opinión,FEEDBACK,review
consulta las opciones de pago,PAYMENT,check_payment_methods
ayúdame a editar el pedido numero_pedido,ORDER,change_order
encuentra la factura de nombre_persona,INVOICE,check_invoice
tengo que cambiar la compra numero_pedido,ORDER,change_order
tengo que escribir una opinión sobre un producto ayúdame,FEEDBACK,review
cómo restablecer la clave de mi perfil de usuario,ACCOUNT,recover_password
puedo realizar un pedido desde ciudad_entrega,DELIVERY,delivery_options
necesito ayuda para cancelar el pedido numero_pedido,ORDER,cancel_order
es posible obtener reembolsos de dinero,REFUND,get_refund
quiero informar de un error de registro,ACCOUNT,registration_problems
cómo hablar con alguien,CONTACT,contact_human_agent
cancelación de la cuenta freemium,ACCOUNT,delete_account
puedo cancelar la maldita suscripción al boletín informativo de la empresa,SUBSCRIPTION,newsletter_subscription
no sé qué hacer para modificar mi dirección de envío,SHIPPING,change_shipping_address
llamo para enviar comentarios sobre sus servicios,FEEDBACK,review
comprobación de la factura n 00108,INVOICE,check_invoice
no sé qué tengo que hacer para hablar con una persona,CONTACT,contact_human_agent
realizan envíos a ciudad_entrega,DELIVERY,delivery_options
ayúdenme a presentar una reclamación contra su empresa,FEEDBACK,complaint
estoy esperando un reembolso de simbolo_moneda monto_reembolso,REFUND,track_refund
dónde puedo ver si hay alguna noticia sobre el reembolso,REFUND,track_refund
no sé qué hacer para restablecer la contraseña de mi perfil,ACCOUNT,recover_password
puedes ayudarme a cancelar la compra numero_pedido,ORDER,cancel_order
tengo que ver las opciones de envío cómo se hace,DELIVERY,delivery_options
ayúdame a hablar con alguien,CONTACT,contact_human_agent
quiero ayuda para revisar mi factura n 37777,INVOICE,check_invoice
ayúdenme a saber a qué hora puedo llamar al servicio de atención al cliente,CONTACT,contact_customer_service
cómo puedo cancelar mi suscripción al boletín informativo,SUBSCRIPTION,newsletter_subscription
podrías ayudarme a cambiar la información de mi cuenta de usuario,ACCOUNT,edit_account
consulta el estado actual de mi reembolso,REFUND,track_refund
qué debo hacer para introducir mi nueva dirección de envío,SHIPPING,set_up_shipping_address
intento comprar algunos artículos,ORDER,place_order
quiero ayuda para configurar mi dirección de envío,SHIPPING,set_up_shipping_address
dónde puedo encontrar mis facturas de nombre_persona,INVOICE,check_invoice
quiero reportar errores con el pago,PAYMENT,payment_issue
introduje una dirección de entrega incorrecta ayúdenme a editarla,SHIPPING,change_shipping_address
necesito ayuda para resolver un problema con los pagos en línea,PAYMENT,payment_issue
hay problemas para modificar mi dirección,SHIPPING,change_shipping_address
no sé cómo podría obtener un maldito reembolso de mi dinero,REFUND,get_refund
no sé cómo enumerar las opciones de pago permitidas,PAYMENT,check_payment_methods
actualizando detalles en la cuenta tipo_cuenta,ACCOUNT,edit_account
dónde puedo modificar mi dirección de entrega,SHIPPING,change_shipping_address
no te entiendo puedes ayudarme a contactar con alguien,CONTACT,contact_human_agent
tengo que enumerar las opciones de pago disponibles,PAYMENT,check_payment_methods
necesito ayuda para echar un vistazo rápido a la factura n 85632,INVOICE,check_invoice
otra cuenta tipo_cuenta,ACCOUNT,create_account
no encuentro la penalización por terminación anticipada,CANCEL,check_cancellation_fee
puedo ver la factura de nombre_persona,INVOICE,check_invoice
necesito ayuda para notificar un problema con un registro,ACCOUNT,registration_problems
cambiar datos en la cuenta pro,ACCOUNT,edit_account
necesito ayuda para adquirir varios productos,ORDER,place_order
puedo hacer un pedido desde ciudad_entrega,DELIVERY,delivery_options
es posible cambiar a la cuenta tipo_cuenta,ACCOUNT,switch_account
necesito ayuda para presentar una reclamación contra su empresa,FEEDBACK,complaint
eliminar artículo de la compra numero_pedido,ORDER,change_order
ayúdenme a comprobar en qué horario puedo contactar con atención al cliente,CONTACT,contact_customer_service
tengo un problema con la eliminación de una cuenta tipo_cuenta,ACCOUNT,delete_account
dígame a qué hora puedo llamar al servicio de atención al cliente,CONTACT,contact_customer_service
quiero dejar un comentario sobre un producto cómo lo hago,FEEDBACK,review
necesito ayuda para pedir varios de sus productos,ORDER,place_order
dónde puedo notificar los problemas con los pagos en línea,PAYMENT,payment_issue
puedo eliminar un artículo del pedido numero_pedido,ORDER,change_order
necesito suscribirme al boletín informativo de la empresa cómo puedo hacerlo,SUBSCRIPTION,newsletter_subscription
ayúdame a contactar a una persona,CONTACT,contact_human_agent
necesito cambiar un artículo del pedido numero_pedido,ORDER,change_order
buscar factura n 85632,INVOICE,check_invoice
no sé qué hacer para reportar errores en los registros,ACCOUNT,registration_problems
tengo problemas con la cancelación de una cuenta tipo_cuenta,ACCOUNT,delete_account
no sé cómo puedo descargar la factura de nombre_persona,INVOICE,get_invoice
es necesario cambiar varios productos de la compra113542617735902,ORDER,change_order
necesito ayuda para corregir mi dirección de envío,SHIPPING,change_shipping_address
tengo que conseguir varios de tus artículos puedes ayudarme,ORDER,place_order
dónde puedo reportar un problema con los pagos,PAYMENT,payment_issue
no puedo recibir el boletín informativo de la empresa,SUBSCRIPTION,newsletter_subscription
cómo se presenta una maldita reclamación contra tu empresa,FEEDBACK,complaint
puedes ayudarme a comprobar cuándo puedo esperar mi artículo,DELIVERY,delivery_period
cambiar información en la cuenta tipo_cuenta,ACCOUNT,edit_account
me gustaría solicitar una compensación,REFUND,get_refund
no sé cómo cambiar a la cuenta tipo_cuenta,ACCOUNT,switch_account
me gustaría darme de baja del boletín informativo corporativo ayúdenme,SUBSCRIPTION,newsletter_subscription
quiero ayuda para ganar algunos productos,ORDER,place_order
podrías ayudarme a crear una cuenta estándar,ACCOUNT,create_account
dónde puedo cambiar a la cuenta estándar,ACCOUNT,switch_account
quiero ayuda para saber en qué casos puedo solicitar un reembolso,REFUND,check_refund_policy
puedes ayudarme a reportar un problema con el registro,ACCOUNT,registration_problems
ayúdame a comprar algunos de tus productos,ORDER,place_order
no sé qué tengo que hacer para chatear con un operador,CONTACT,contact_human_agent
abrir una cuenta platino para la esposa,ACCOUNT,create_account
tengo que enviar comentarios sobre un servicio ayúdenme,FEEDBACK,review
dónde puedo notificar un problema con el pago,PAYMENT,payment_issue
no sé qué hacer para hablar con un agente humano,CONTACT,contact_human_agent
cómo puedo ponerme en contacto con el servicio de atención al cliente,CONTACT,contact_customer_service
necesito ayuda para echar un vistazo rápido al bvill 37777,INVOICE,check_invoice
puedo enumerar las opciones de pago que aceptan,PAYMENT,check_payment_methods
quiero ayuda para exigir una compensación,REFUND,get_refund
me gustaría ver el estado actual del pedido numero_pedido me puede ayudar,ORDER,track_order
tienes una dirección de correo electrónico para contactar con el servicio de atención al cliente,CONTACT,contact_customer_service
intento reportar un problema con el pago,PAYMENT,payment_issue
estoy esperando la restitución de simbolo_moneda monto_reembolso,REFUND,track_refund
ayúdame a dejar un comentario para tu empresa,FEEDBACK,review
no sé cómo puedo enumerar los métodos de pago aceptados,PAYMENT,check_payment_methods
quiero ayuda para cancelar la compra numero_pedido,ORDER,cancel_order
asistencia para ver los métodos de envío,DELIVERY,delivery_options
necesito hablar con atención al cliente,CONTACT,contact_customer_service
no sé qué debo hacer para descargar la factura n 37777,INVOICE,get_invoice
puedo hablar con un operador,CONTACT,contact_human_agent
necesito ayuda para eliminar mi cuenta freemium,ACCOUNT,delete_account
he perdido el código pin de mi cuenta cómo puedo recuperarlo,ACCOUNT,recover_password
es posible notificar un error durante el registro,ACCOUNT,registration_problems
no sé cómo puedo descargar mi factura n 00108,INVOICE,get_invoice
ver factura de nombre_persona,INVOICE,check_invoice
ayuda para ver la tarifa de cancelación anticipada,CANCEL,check_cancellation_fee
cómo puedo saber a qué hora puedo llamar al servicio de atención al cliente,CONTACT,contact_customer_service
tengo un error al actualizar mi maldita dirección de envío,SHIPPING,change_shipping_address
no sé cómo cancelar la cuenta estándar,ACCOUNT,delete_account
no puedo ver el estado del pedido numero_pedido,ORDER,track_order
estoy buscando información sobre los plazos de envío dónde puedo encontrarla,DELIVERY,delivery_period
necesito ayuda para hablar con un agente humano,CONTACT,contact_human_agent
ayúdame a enviar comentarios sobre un servicio,FEEDBACK,review
ayúdenme a ver cuánto tardan los malditos reembolsos,REFUND,check_refund_policy
no sé cómo puedo descargar la factura de nombre_persona,INVOICE,get_invoice
necesito ayuda para comprar varios de sus artículos,ORDER,place_order
no sé qué hacer para eliminar la cuenta estándar,ACCOUNT,delete_account
necesito ayuda para ver mi factura n 37777,INVOICE,check_invoice
podrías ayudarme a dejar mi opinión sobre tus productos,FEEDBACK,review
necesita ayuda para presentar una reclamación de un cliente contra su organización,FEEDBACK,complaint
no sé cómo podría descargar la factura n 00108,INVOICE,get_invoice
no puedo cambiar a la cuenta tipo_cuenta,ACCOUNT,switch_account
no sé qué tengo que hacer para cambiar a la cuenta gold,ACCOUNT,switch_account
ayúdenme a comprobar qué métodos de envío ofrecen,DELIVERY,delivery_options
puedes ayudarme a notificar los problemas de registro,ACCOUNT,registration_problems
no sé cómo puedo enviar comentarios sobre un producto,FEEDBACK,review
ayuda para hablar con alguien,CONTACT,contact_human_agent
me gustaría hacer un seguimiento de la restitución,REFUND,track_refund
quiero introducir una nueva dirección de envío cómo puedo hacerlo,SHIPPING,set_up_shipping_address
quiero ayuda para ver los métodos de pago que aceptan,PAYMENT,check_payment_methods
es posible solicitar el reembolso de mi dinero,REFUND,get_refund
no puedo configurar mi nueva dirección de entrega,SHIPPING,set_up_shipping_address
necesito modificar mi dirección de entrega,SHIPPING,change_shipping_address
podría ayudarme a presentar una reclamación como consumidor contra su empresa,FEEDBACK,complaint
cómo puedo enviar otra dirección de entrega,SHIPPING,set_up_shipping_address
necesito ver su política de reembolso puede ayudarme,REFUND,check_refund_policy
necesito ayuda para informar sobre problemas con un registro,ACCOUNT,registration_problems
necesitas ayuda para recibir el boletín informativo de tu empresa,SUBSCRIPTION,newsletter_subscription
nueva y sangrienta cuenta tipo_cuenta,ACCOUNT,create_account
quiero ayuda para saber cuándo puedo esperar mi producto,DELIVERY,delivery_period
no sé qué hacer para comprar algunos de sus artículos,ORDER,place_order
no puedo darme de baja de su boletín informativo,SUBSCRIPTION,newsletter_subscription
dónde puedo cancelar la compra numero_pedido,ORDER,cancel_order
quiero ver los malditos métodos de envío cómo se hace,DELIVERY,delivery_options
estoy intentando averiguar los plazos de entrega me puedes ayudar,DELIVERY,delivery_period
tengo problemas para editar mi dirección de entrega,SHIPPING,change_shipping_address
tengo que localizar la factura n 00108 ayúdenme,INVOICE,check_invoice
puedo escribir una reseña sobre sus productos,FEEDBACK,review
intento abrir una cuenta estándar,ACCOUNT,create_account
quiero retirar un artículo ensangrentado del pedido numero_pedido,ORDER,change_order
quiero ayuda para informar sobre un problema de pago,PAYMENT,payment_issue
necesito ayuda para crear una cuenta premium,ACCOUNT,create_account
actualizar detalles en la cuenta freemium,ACCOUNT,edit_account
tienes algún método para enviar un comentario sobre un producto,FEEDBACK,review
puedo ver cuánto tarda en llegar mi compra,DELIVERY,delivery_period
seguimiento de pedidos numero_pedido,ORDER,track_order
necesito ayuda para dejar comentarios sobre su empresa,FEEDBACK,review
crear cuenta platino,ACCOUNT,create_account
cambiar un producto de pedido numero_pedido,ORDER,change_order
eliminación de la cuenta platino,ACCOUNT,delete_account
necesito ayuda para recuperar el pin de mi usuario,ACCOUNT,recover_password
necesitas ganar algo de tu producto,ORDER,place_order
cómo puedo obtener información sobre mi suscripción al boletín informativo,SUBSCRIPTION,newsletter_subscription
datos correctos en la cuenta tipo_cuenta,ACCOUNT,edit_account
necesitas ayuda para comunicarte con el servicio al cliente,CONTACT,contact_customer_service
tengo que revisar su política de reembolsos,REFUND,check_refund_policy
puedes ayudarme a cancelar la compra numero_pedido,ORDER,cancel_order
revisar facturas de nombre_persona,INVOICE,check_invoice
actualizando la cuenta freemium,ACCOUNT,edit_account
puedo realizar un pedido desde ciudad_entrega,DELIVERY,delivery_options
necesito ayuda para echar un vistazo rápido a la factura n 12588,INVOICE,check_invoice
no sé cómo presentar una reclamación contra su empresa,FEEDBACK,complaint
quiero ayuda para hablar con atención al cliente,CONTACT,contact_customer_service
cómo puedo encontrar información sobre la eliminación de mi cuenta premium,ACCOUNT,delete_account
editando información en la cuenta pro,ACCOUNT,edit_account
cómo puedo ponerme en contacto con el maldito servicio de atención al cliente,CONTACT,contact_customer_service
dónde puedo consultar el estado actual del maldito reembolso,REFUND,track_refund
dónde comprar varios artículos,ORDER,place_order
tengo que ver las opciones de envío ayúdenme,DELIVERY,delivery_options
quiero ayuda para presentar una reclamación de consumidor contra su organización,FEEDBACK,complaint
me gustaría conocer el estado de mi compensación,REFUND,track_refund
ayuda para enviar otra dirección de entrega,SHIPPING,set_up_shipping_address
ayuda para enviar mis comentarios sobre sus servicios,FEEDBACK,review
necesito ayuda para cancelar mi suscripción a su boletín informativo,SUBSCRIPTION,newsletter_subscription
tengo un problema con mi registro,ACCOUNT,registration_problems
tengo que localizar mis facturas de nombre_persona cómo puedo hacerlo,INVOICE,check_invoice
tengo que comprobar qué opciones de envío ofrecen ayúdenme,DELIVERY,delivery_options
tengo que ganarme algo de tu artículo,ORDER,place_order
quiero ayuda para comprobar los métodos de pago permitidos,PAYMENT,check_payment_methods
estoy intentando averiguar en qué horario puedo llamar al servicio de atención al cliente,CONTACT,contact_customer_service
intento comprobar en qué horario puedo contactar con atención al cliente,CONTACT,contact_customer_service
no sé cómo puedo consultar su política de reembolsos,REFUND,check_refund_policy
hablar con el agente,CONTACT,contact_human_agent
no sé qué hacer para cambiar a la cuenta estándar,ACCOUNT,switch_account
ayúdenme a comprobar en qué horario puedo contactar con el servicio de atención al cliente,CONTACT,contact_customer_service
ayuda para hablar con alguien,CONTACT,contact_human_agent
quiero saber a qué hora puedo llamar al servicio de atención al cliente,CONTACT,contact_customer_service
editar información en la cuenta tipo_cuenta,ACCOUNT,edit_account
tengo que modificar la compra numero_pedido necesito ayuda,ORDER,change_order
cómo puedo ver si hay alguna novedad sobre mi reembolso,REFUND,track_refund
espero un reembolso de simbolo_moneda monto_reembolso,REFUND,track_refund
necesito ayuda para reportar un problema con los registros,ACCOUNT,registration_problems
qué debo hacer para cancelar la compra numero_pedido,ORDER,cancel_order
