instruction,category,intent,source
no sé qué debo hacer para adquirir un producto,ORDER,place_order,original
puedo hablar con el servicio de atención al cliente,CONTACT,contact_customer_service,original
hable con un agente en directo,CONTACT,contact_human_agent,original
modificando detalles en la cuenta tipo_cuenta,ACCOUNT,edit_account,original
enviar dirección de envío secundaria,SHIPPING,set_up_shipping_address,original
ayúdenme a llamar al servicio al cliente,CONTACT,contact_customer_service,original
cómo puedo obtener las facturas de nombre_persona,INVOICE,get_invoice,original
necesito ayuda para comprar varios de sus productos,ORDER,place_order,original
quiero saber más sobre cómo cancelar mi suscripción al boletín informativo,SUBSCRIPTION,newsletter_subscription,original
no puedo ver el estado de la compensación,REFUND,track_refund,original
necesito consultar las penalizaciones por cancelación me puedes ayudar,CANCEL,check_cancellation_fee,original
ayúdame a comprobar cuánto tarda en llegar el envío,DELIVERY,delivery_period,original
tengo que enumerar las modalidades de pago permitidas ayúdenme,PAYMENT,check_payment_methods,original
no puedo abrir una cuenta necesito ayuda para informar sobre problemas de registro,ACCOUNT,registration_problems,original
puedes ayudarme a resolver un problema de pago,PAYMENT,payment_issue,original
podría ayudarme a presentar una reclamación contra su empresa,FEEDBACK,complaint,original
ayuda para presentar una queja de consumidor contra su empresa,FEEDBACK,complaint,original
ayúdenme a informar sobre problemas con los pagos en línea,PAYMENT,payment_issue,original
no sé cómo adquirir algunos de sus artículos,ORDER,place_order,original
cómo puedo ver mi factura de nombre_persona,INVOICE,check_invoice,original
necesito ayuda para saber en qué casos puedo solicitar un reembolso,REFUND,check_refund_policy,original
necesito ayuda para comprobar las opciones de pago permitidas,PAYMENT,check_payment_methods,original
asistencia para comprobar qué opciones de envío ofrece,DELIVERY,delivery_options,original
dónde puedo descargar la factura n 37777,INVOICE,get_invoice,original
necesitas ayuda para ganar algunos de tus artículos,ORDER,place_order,original
informar sobre problemas al crear una cuenta de usuario,ACCOUNT,registration_problems,original
no sé qué hacer para cancelar mi cuenta de tipo_cuenta,ACCOUNT,delete_account,original
no puedo pagar por favor infórmenme si tengo problemas con el pago,PAYMENT,payment_issue,original
quiero hablar con un operador,CONTACT,contact_human_agent,original
no sé qué hacer para suscribirme al boletín informativo,SUBSCRIPTION,newsletter_subscription,original
puedo hacer un pedido desde ciudad_entrega,DELIVERY,delivery_options,original
ayuda para ver las modalidades de pago permitidas,PAYMENT,check_payment_methods,original
modificar la dirección de envío,SHIPPING,change_shipping_address,original
necesitas ayuda para ver qué métodos de envío ofreces,DELIVERY,delivery_options,original
dónde puedo consultar si hay alguna novedad sobre el reembolso,REFUND,track_refund,original
quiero adquirir algunos de sus artículos,ORDER,place_order,original
me puedes ayudar a abrir una cuenta estándar,ACCOUNT,create_account,original
he comprado un artículo tengo que cancelar el pedido numero_pedido,ORDER,cancel_order,original
no sé cómo puedo consultar la tarifa de cancelación,CANCEL,check_cancellation_fee,original
estoy intentando corregir la información incluida en mi perfil,ACCOUNT,edit_account,original
tengo un problema con la cancelación de mi cuenta tipo_cuenta,ACCOUNT,delete_account,original
no estoy registrado necesito ayuda para abrir una cuenta tipo_cuenta,ACCOUNT,create_account,original
estoy intentando hacer una reclamación,FEEDBACK,complaint,original
hay problemas al intentar actualizar la maldita dirección,SHIPPING,change_shipping_address,original
revisar las facturas de la última compra,INVOICE,check_invoice,original
me gustaría cancelar la compra numero_pedido,ORDER,cancel_order,original
quiero información sobre los plazos de envío cómo puedo obtenerla,DELIVERY,delivery_period,original
quiero saber en qué situaciones puedo solicitar un reembolso,REFUND,check_refund_policy,original
tengo que notificar los problemas con los pagos,PAYMENT,payment_issue,original
dónde puedo consultar cuándo llegará mi envío,DELIVERY,delivery_period,original
cuál es el plazo de entrega de este paquete,DELIVERY,delivery_period,original
necesito ayuda para cancelar mi suscripción al boletín informativo de la empresa,SUBSCRIPTION,newsletter_subscription,original
dónde puedo enviar mis comentarios sobre sus servicios,FEEDBACK,review,original
ayuda para recuperar la clave de acceso de mi cuenta,ACCOUNT,recover_password,original
necesito escribir una opinión sobre sus productos,FEEDBACK,review,original
estoy intentando hablar con un operador,CONTACT,contact_human_agent,original
quiero ayuda para crear una cuenta tipo_cuenta,ACCOUNT,create_account,original
envíenme la factura n 00108,INVOICE,get_invoice,original
necesito ayuda para solicitar el reembolso de mi dinero,REFUND,get_refund,original
me puedes dar más información sobre cómo abrir cuentas de tipo_cuenta,ACCOUNT,create_account,original
no sé cómo informar de un problema con el pago,PAYMENT,payment_issue,original
no sé cómo presentar una reclamación como consumidor,FEEDBACK,complaint,original
tengo errores al enviar mi nueva dirección de entrega,SHIPPING,set_up_shipping_address,original
no sé cómo chatear con un agente,CONTACT,contact_human_agent,original
ayuda para exigir reembolsos de dinero,REFUND,get_refund,original
cómo puedo encontrar información sobre cómo cambiar mi dirección,SHIPPING,change_shipping_address,original
errores al introducir mi nueva dirección de envío,SHIPPING,set_up_shipping_address,original
qué debo hacer para restablecer la clave de acceso de mi usuario,ACCOUNT,recover_password,original
ayuda a ganar algo de tu artículo,ORDER,place_order,original
podrías ayudarme a enviar comentarios sobre tu empresa,FEEDBACK,review,original
estoy esperando un reembolso de monto_reembolso dólares,REFUND,track_refund,original
no sé cómo cambiar un artículo de compra numero_pedido,ORDER,change_order,original
encuentra mis facturas de nombre_persona,INVOICE,check_invoice,original
necesito ayuda para hablar con un operador,CONTACT,contact_human_agent,original
intento restablecer la maldita clave de mi perfil,ACCOUNT,recover_password,original
tengo que descargar la factura n 12588 necesito ayuda,INVOICE,get_invoice,original
son reembolsables los cargos por sus servicios,REFUND,check_refund_policy,original
necesito ayuda para actualizar la dirección,SHIPPING,change_shipping_address,original
quiero ayuda para presentar una reclamación de cliente contra su empresa,FEEDBACK,complaint,original
no sé cómo consultar el estado de la compra numero_pedido,ORDER,track_order,original
modificando la información de la cuenta tipo_cuenta,ACCOUNT,edit_account,original
quiero ayuda para cambiar la información de mi cuenta de usuario,ACCOUNT,edit_account,original
estoy tratando de ver qué horario de atención al cliente está disponible,CONTACT,contact_customer_service,original
abrir una cuenta premium,ACCOUNT,create_account,original
tengo que encontrar la factura número 37777,INVOICE,check_invoice,original
qué debo hacer para consultar las opciones de pago permitidas,PAYMENT,check_payment_methods,original
es posible ver el estado de la compra numero_pedido,ORDER,track_order,original
abrir una cuenta pro para mi papá,ACCOUNT,create_account,original
necesito ayuda para ver los métodos de pago disponibles,PAYMENT,check_payment_methods,original
cancelar pedido numero_pedido,ORDER,cancel_order,original
ayúdame a recibir tu boletín informativo,SUBSCRIPTION,newsletter_subscription,original
ayúdenme a cancelar mi suscripción al boletín informativo,SUBSCRIPTION,newsletter_subscription,original
cambiando a la cuenta tipo_cuenta,ACCOUNT,switch_account,original
ayúdenme a informar sobre un problema con el registro,ACCOUNT,registration_problems,original
quiero ayuda para comprobar qué métodos de envío puedo elegir,DELIVERY,delivery_options,original
no sé cómo puedo comunicarme con el servicio de atención al cliente,CONTACT,contact_customer_service,original
la dirección cambió necesito ayuda para editarla,SHIPPING,change_shipping_address,original
dónde puedo restaurar mi pase,ACCOUNT,recover_password,original
necesito ayuda para actualizar mi dirección de entrega,SHIPPING,change_shipping_address,original
no sé qué debo hacer para modificar la dirección,SHIPPING,change_shipping_address,original
quiero ayuda para actualizar la dirección de entrega,SHIPPING,change_shipping_address,original
podrías ayudarme a hablar con un agente humano,CONTACT,contact_human_agent,original
necesito presentar una queja contra su empresa,FEEDBACK,complaint,original
puedes ayudarme a reportar un problema con el pago en línea,PAYMENT,payment_issue,original
me gustaría ver los métodos de pago me ayudaría,PAYMENT,check_payment_methods,original
cuándo recibiré un reembolso,REFUND,get_refund,original
necesito obtener la factura n 00108 cómo lo hago,INVOICE,get_invoice,original
estoy intentando cambiar a la cuenta tipo_cuenta,ACCOUNT,switch_account,original
ayúdenme a presentar una reclamación de consumidor,FEEDBACK,complaint,original
encontrar información sobre cómo modificar la dirección de entrega,SHIPPING,change_shipping_address,original
puedes ayudarme a cerrar una cuenta estándar,ACCOUNT,delete_account,original
dónde puedo encontrar la factura n 37777,INVOICE,check_invoice,original
no sé cómo consultar el estado del pedido numero_pedido,ORDER,track_order,original
necesitas ayuda para comprobar tus métodos de pago permitidos,PAYMENT,check_payment_methods,original
cómo puedo ver las penalizaciones por salida anticipada,CANCEL,check_cancellation_fee,original
puedes ayudarme a cancelar la compra numero_pedido,ORDER,cancel_order,original
necesito comprobar qué métodos de envío están disponibles,DELIVERY,delivery_options,original
estoy intentando cambiar algunos artículos de la compra numero_pedido,ORDER,change_order,original
editar cuenta tipo_cuenta,ACCOUNT,edit_account,original
editando información en la cuenta tipo_cuenta,ACCOUNT,edit_account,original
qué debo hacer para consultar mi factura de nombre_persona,INVOICE,check_invoice,original
quiero ayuda para dejar comentarios sobre un servicio,FEEDBACK,review,original
compré un producto y quiero cancelar el pedido numero_pedido,ORDER,cancel_order,original
cómo utilizo el perfil tipo_cuenta,ACCOUNT,switch_account,original
mostrar penalizaciones por terminación anticipada,CANCEL,check_cancellation_fee,original
ayúdame a modificar mi cuenta,ACCOUNT,edit_account,original
me gustaría saber cuándo llegará mi pedido,DELIVERY,delivery_period,original
recibir la factura del sr jones,INVOICE,get_invoice,original
quiero ayuda para crear una cuenta platino diferente,ACCOUNT,create_account,original
no puedo abrir un perfil dónde puedo informar de un problema de registro,ACCOUNT,registration_problems,original
no sé cómo comprobar qué métodos de envío hay,DELIVERY,delivery_options,original
ayuda para saber en qué casos puedo solicitar la devolución de mi dinero,REFUND,check_refund_policy,original
quiero ayuda para enumerar las opciones de pago disponibles,PAYMENT,check_payment_methods,original
ayúdenme a ver en qué situaciones puedo solicitar un reembolso,REFUND,check_refund_policy,original
cómo contactar con el servicio de atención al cliente,CONTACT,contact_customer_service,original
agregar artículo al pedido,ORDER,change_order,original
necesito ayuda para informar sobre problemas de registro,ACCOUNT,registration_problems,original
no sé qué debo hacer para cancelar la cuenta tipo_cuenta,ACCOUNT,delete_account,original
agregar algo al pedido numero_pedido,ORDER,change_order,original
no sé cómo puedo cancelar la cuenta estándar,ACCOUNT,delete_account,original
quiero cambiar un artículo del pedido numero_pedido cómo puedo hacerlo,ORDER,change_order,original
tengo que ver los cargos por cancelación anticipada,CANCEL,check_cancellation_fee,original
no quiero mi cuenta de usuario ayúdenme a cancelarla,ACCOUNT,delete_account,original
tengo que ver los malditos métodos de entrega necesito ayuda,DELIVERY,delivery_options,original
quiero ayuda para saber en qué horario puedo contactar con el servicio de atención al cliente,CONTACT,contact_customer_service,original
hay problemas para configurar una dirección de entrega diferente,SHIPPING,set_up_shipping_address,original
podría ayudarme a ver el estado actual de mi compensación,REFUND,track_refund,original
ayúdenme a comprobar en qué casos puedo solicitar reembolsos,REFUND,check_refund_policy,original
es necesario crear una cuenta de tipo_cuenta,ACCOUNT,create_account,original
quiero comprobar el cargo por cancelación ayúdenme,CANCEL,check_cancellation_fee,original
podrías ayudarme a cerrar una cuenta freemium,ACCOUNT,delete_account,original
ayuda para consultar el estado actual de mi reembolso,REFUND,track_refund,original
llamo para consultar cuándo llegará mi producto,DELIVERY,delivery_period,original
no sé cómo consultar las comisiones por retirada,CANCEL,check_cancellation_fee,original
cuál es el horario de atención al cliente,CONTACT,contact_customer_service,original
cómo configuro mi maldita dirección de entrega,SHIPPING,set_up_shipping_address,original
puedes ayudarme a reportar un problema de registro,ACCOUNT,registration_problems,original
hay un error al configurar la nueva dirección de entrega,SHIPPING,set_up_shipping_address,original
ayuda para obtener mi factura n 12588,INVOICE,get_invoice,original
obtener el reembolso del dinero,REFUND,get_refund,original
llamo para enviar comentarios a su empresa,FEEDBACK,review,original
he pagado simbolo_moneda monto_reembolso por un pedido quiero una compensación,REFUND,get_refund,original
podrías ayudarme a notificar un problema con el pago en línea,PAYMENT,payment_issue,original
realizan envíos a ciudad_entrega,DELIVERY,delivery_options,original
quiero información sobre cómo recibir su boletín informativo corporativo,SUBSCRIPTION,newsletter_subscription,original
necesito ayuda para crear una cuenta tipo_cuenta,ACCOUNT,create_account,original
ayuda para cambiar algunos productos del pedido numero_pedido,ORDER,change_order,original
ayuda para saber en qué circunstancias puedo solicitar un reembolso,REFUND,check_refund_policy,original
dejar una reseña sobre sus servicios,FEEDBACK,review,original
qué debo hacer para echar un vistazo rápido a la factura n 12588,INVOICE,check_invoice,original
no sé cómo puedo localizar la compra numero_pedido,ORDER,track_order,original
necesito ayuda para rastrear el pedido numero_pedido,ORDER,track_order,original
ayuda para alojar una reclamación,FEEDBACK,complaint,original
puedes mostrarme el cargo por salida anticipada,CANCEL,check_cancellation_fee,original
asistencia para presentar una reclamación de cliente,FEEDBACK,complaint,original
cuál es el horario de atención al cliente,CONTACT,contact_customer_service,original
quiero ayuda para solicitar una compensación por mi dinero,REFUND,get_refund,original
estoy esperando una compensación de simbolo_moneda monto_reembolso,REFUND,track_refund,original
puedo darme de baja de su boletín informativo corporativo,SUBSCRIPTION,newsletter_subscription,original
necesito echar un vistazo rápido a la factura n 85632,INVOICE,check_invoice,original
no sé qué tengo que hacer para ver las opciones de envío,DELIVERY,delivery_options,original
qué debo hacer para restaurar la clave de acceso a mi perfil de usuario,ACCOUNT,recover_password,original
no sé qué descargar para obtener la factura n 37777,INVOICE,get_invoice,original
estoy intentando obtener reembolsos de mi dinero,REFUND,get_refund,original
ayuda para cancelar la suscripción al boletín informativo de la empresa,SUBSCRIPTION,newsletter_subscription,original
cómo puedo ver mi factura de nombre_persona,INVOICE,check_invoice,original
necesito ayuda para informar sobre errores en el pago,PAYMENT,payment_issue,original
puedo ver en qué casos puedo solicitar un reembolso,REFUND,check_refund_policy,original
puedes ayudarme a ver la fecha estimada de entrega del pedido numero_pedido,ORDER,track_order,original
abrir una nueva cuenta pro para mi hija,ACCOUNT,create_account,original
quiero ayuda para consultar la fecha estimada de entrega del pedido numero_pedido,ORDER,track_order,original
ayúdame a echar un vistazo rápido a mi factura de nombre_persona,INVOICE,check_invoice,original
no puedo registrarme necesito notificar problemas de registro,ACCOUNT,registration_problems,original
no te entiendo tengo que hablar con alguien,CONTACT,contact_human_agent,original
crear cuenta tipo_cuenta,ACCOUNT,create_account,original
es posible restablecer la clave de acceso a mi cuenta de usuario,ACCOUNT,recover_password,original
necesitas ayuda para recibir el boletín informativo de tu corporación,SUBSCRIPTION,newsletter_subscription,original
necesito información sobre la eliminación de mi acclunt freemium,ACCOUNT,delete_account,original
necesito ayuda para ver el estado de la restitución,REFUND,track_refund,original
quiero ayuda para hablar con un agente en directo,CONTACT,contact_human_agent,original
necesito ayuda para editar el pedido numero_pedido,ORDER,change_order,original
ayúdenme a comprobar en qué horario puedo contactar con atención al cliente,CONTACT,contact_customer_service,original
en qué situaciones puedo solicitar un reembolso,REFUND,check_refund_policy,original
no sé cómo obtener el reembolso de mi dinero,REFUND,get_refund,original
necesito eliminar una cuenta estándar,ACCOUNT,delete_account,original
puedo consultar qué opciones de pago aceptan,PAYMENT,check_payment_methods,original
cómo presentar una reclamación como consumidor contra su empresa,FEEDBACK,complaint,original
necesito cancelar mi suscripción al boletín informativo de la empresa,SUBSCRIPTION,newsletter_subscription,original
asistencia para comprobar las penalizaciones por salida anticipada,CANCEL,check_cancellation_fee,original
asistencia para informar sobre problemas con el registro,ACCOUNT,registration_problems,original
encontrar información sobre mi suscripción a su boletín informativo,SUBSCRIPTION,newsletter_subscription,original
qué debo hacer para crear una cuenta estándar,ACCOUNT,create_account,original
ayúdenme a ver en qué casos puedo solicitar un reembolso,REFUND,check_refund_policy,original
qué debo hacer para solicitar la restitución del dinero,REFUND,get_refund,original
necesito saber cuándo llegará mi paquete,DELIVERY,delivery_period,original
no puedo suscribirme a tu boletín informativo,SUBSCRIPTION,newsletter_subscription,original
quiero ayuda para comprar algo,ORDER,place_order,original
estoy esperando una compensación de simbolo_moneda monto_reembolso,REFUND,track_refund,original
necesito ayuda para cambiar un maldito artículo de compra numero_pedido,ORDER,change_order,original
llamo para enviar algunos comentarios sobre sus servicios,FEEDBACK,review,original
ayúdenme a saber a qué hora puedo contactar con el servicio de atención al cliente,CONTACT,contact_customer_service,original
necesito ayuda para notificar errores de registro,ACCOUNT,registration_problems,original
puedes ayudarme a contactar con un operador,CONTACT,contact_human_agent,original
tengo que configurar una dirección de entrega secundaria,SHIPPING,set_up_shipping_address,original
pregunta sobre la cancelación de la compra numero_pedido,ORDER,cancel_order,original
intento averiguar cuánto tiempo tardan los reembolsos,REFUND,check_refund_policy,original
necesito ayuda para informar sobre problemas de registro,ACCOUNT,registration_problems,original
asistencia para abrir una cuenta profesional,ACCOUNT,create_account,original
cómo puedo pedir algunos artículos,ORDER,place_order,original
información sobre la recuperación de una persona con discapacidad,ACCOUNT,recover_password,original
dónde puedo enviar una nueva dirección de entrega,SHIPPING,set_up_shipping_address,original
necesito ayuda para corregir mi dirección,SHIPPING,change_shipping_address,original
asistencia para verificar su garantía de devolución de dinero,REFUND,check_refund_policy,original
quiero ayuda para hablar con un asistente,CONTACT,contact_human_agent,original
ayuda para saber en qué casos puedo solicitar reembolsos,REFUND,check_refund_policy,original
tengo que enumerar las opciones de pago permitidas cómo lo hago,PAYMENT,check_payment_methods,original
modificar la información de la cuenta premium,ACCOUNT,edit_account,original
es posible consultar el cargo por cancelación anticipada,CANCEL,check_cancellation_fee,original
tengo problemas para crear una cuenta platino,ACCOUNT,create_account,original
no puedo permitirme comprar numero_pedido,ORDER,cancel_order,original
dame información sobre cómo recuperar mi clave de acceso,ACCOUNT,recover_password,original
no quiero el pedido numero_pedido,ORDER,cancel_order,original
puedes ayudarme a presentar una reclamación contra tu empresa,FEEDBACK,complaint,original
necesito ayuda para solucionar un error de pago,PAYMENT,payment_issue,original
puedo realizar un pedido desde ciudad_entrega,DELIVERY,delivery_options,original
cambiar detalles en la cuenta tipo_cuenta,ACCOUNT,edit_account,original
no entiendo su ayuda hablando con un agente en vivo,CONTACT,contact_human_agent,original
ayuda para comprar varios artículos,ORDER,place_order,original
ayuda para obtener mis facturas de nombre_persona,INVOICE,get_invoice,original
quiero ayuda para notificar errores de pago,PAYMENT,payment_issue,original
cómo puedo ver las comisiones por cancelación anticipada,CANCEL,check_cancellation_fee,original
no puedo registrarme informen sobre problemas de registro,ACCOUNT,registration_problems,original
ayúdame a escribir una maldita reseña,FEEDBACK,review,original
cambio a cuenta platino,ACCOUNT,switch_account,original
no uso mi cuenta platino intento eliminarla,ACCOUNT,delete_account,original
puedes enviarme las malditas facturas de nombre_persona,INVOICE,get_invoice,original
tengo que reportar problemas con el registro cómo lo hago,ACCOUNT,registration_problems,original
ayúdenme a comprobar en qué horario puedo contactar con atención al cliente,CONTACT,contact_customer_service,original
problema con mi código pin olvidado,ACCOUNT,recover_password,original
no sé cómo puedo descargar mi factura de nombre_persona,INVOICE,get_invoice,original
necesito ayuda para ingresar mi nueva dirección de envío,SHIPPING,set_up_shipping_address,original
ayúdenme a ponerme en contacto con el servicio de atención al cliente,CONTACT,contact_customer_service,original
estoy intentando averiguar en qué casos puedo pedir que me devuelvan el dinero,REFUND,check_refund_policy,original
ayuda para ingresar una nueva dirección de envío,SHIPPING,set_up_shipping_address,original
no sé qué hacer para cambiar a la cuenta tipo_cuenta,ACCOUNT,switch_account,original
cómo puedo presentar una queja como cliente contra su empresa,FEEDBACK,complaint,original
tengo que suscribirme al boletín informativo ayúdame,SUBSCRIPTION,newsletter_subscription,original
puedo ver las opciones de envío,DELIVERY,delivery_options,original
dónde puedo recibir el boletín informativo de su empresa,SUBSCRIPTION,newsletter_subscription,original
eliminar la cuenta tipo_cuenta,ACCOUNT,delete_account,original
no puedo recibir su boletín informativo corporativo,SUBSCRIPTION,newsletter_subscription,original
es posible recuperar el código pin de mi cuenta,ACCOUNT,recover_password,original
no sé qué hacer para presentar una reclamación de cliente,FEEDBACK,complaint,original
problemas con la dirección de envío,SHIPPING,set_up_shipping_address,original
puedes ayudarme a presentar una reclamación de consumidor contra tu empresa,FEEDBACK,complaint,original
ayúdame a introducir mi maldita dirección de entrega,SHIPPING,set_up_shipping_address,original
puedes ayudarme a darme de baja del boletín informativo,SUBSCRIPTION,newsletter_subscription,original
es posible cambiar algunos artículos de la compra numero_pedido,ORDER,change_order,original
abrir una cuenta platino para mi padre,ACCOUNT,create_account,original
ayúdame a crear una cuenta premium,ACCOUNT,create_account,original
cómo puedo eliminar algo del pedido numero_pedido,ORDER,change_order,original
dame información sobre la suscripción a tu boletín informativo,SUBSCRIPTION,newsletter_subscription,original
eliminar cuenta de oro,ACCOUNT,delete_account,original
necesito ayuda para revisar rápidamente mi factura n 85632,INVOICE,check_invoice,original
necesito ayuda para comprar varios de tus artículos,ORDER,place_order,original
puedo cambiar a la cuenta tipo_cuenta,ACCOUNT,switch_account,original
necesito ayuda para comprobar la tarifa de cancelación,CANCEL,check_cancellation_fee,original
me gustaría comprobar su garantía de devolución de dinero ayúdenme,REFUND,check_refund_policy,original
pagué simbolo_moneda monto_reembolso por un artículo quiero ayuda para obtener un reembolso,REFUND,get_refund,original
asistencia para presentar una reclamación de cliente,FEEDBACK,complaint,original
me gustaría configurar mi dirección de entrega ayúdenme,SHIPPING,set_up_shipping_address,original
quiero agregar varios productos al pedido numero_pedido cómo puedo hacerlo,ORDER,change_order,original
puedes darme información sobre una actualización de dirección,SHIPPING,change_shipping_address,original
me gustaría ver la comisión por retiro cómo puedo hacerlo,CANCEL,check_cancellation_fee,original
podrías ayudarme a revisar rápidamente mi factura número 12588,INVOICE,check_invoice,original
quiero cambiar algo del pedido numero_pedido,ORDER,change_order,original
necesito ayuda para cancelar la compra numero_pedido,ORDER,cancel_order,original
intento pedir un producto,ORDER,place_order,original
no puedo cambiar a la cuenta estándar,ACCOUNT,switch_account,original
no sé qué debo hacer para descargar la factura n 37777,INVOICE,get_invoice,original
hay un problema con mi registro,ACCOUNT,registration_problems,original
obtenga un reembolso,REFUND,get_refund,original
es posible consultar los cargos por cancelación anticipada,CANCEL,check_cancellation_fee,original
quiero consultar la fecha estimada de entrega de la compra numero_pedido,ORDER,track_order,original
comprobando las opciones de envío,DELIVERY,delivery_options,original
cambiar a la cuenta tipo_cuenta,ACCOUNT,switch_account,original
podrías ayudarme a localizar la compra numero_pedido,ORDER,track_order,original
cambio de pedido numero_pedido,ORDER,change_order,original
puedes ayudarme a cancelar la compra numero_pedido,ORDER,cancel_order,original
puedo hacer un pedido desde ciudad_entrega,DELIVERY,delivery_options,original
cuál es la tarifa por cancelación anticipada,CANCEL,check_cancellation_fee,original
tienes un número gratuito para hablar con atención al cliente,CONTACT,contact_customer_service,original
cómo comprobar qué opciones de pago están disponibles,PAYMENT,check_payment_methods,original
quiero saber cuánto tarda el envío ayúdenme,DELIVERY,delivery_period,original
muéstrame la penalización por cancelación,CANCEL,check_cancellation_fee,original
tienen un número gratuito para hablar con atención al cliente,CONTACT,contact_customer_service,original
ya no puedo pagar la compra numero_pedido,ORDER,cancel_order,original
necesito ayuda para adquirir un producto,ORDER,place_order,original
no puedo permitirme comprar numero_pedido,ORDER,cancel_order,original
realizan envíos a ciudad_entrega,DELIVERY,delivery_options,original
no sé cómo comprar varios de sus productos,ORDER,place_order,original
ayuda para obtener mis facturas de nombre_persona,INVOICE,get_invoice,original
puedes ayudarme a crear una cuenta platino diferente,ACCOUNT,create_account,original
necesito ayuda para comprar algunos de sus artículos,ORDER,place_order,original
necesito ayuda para usar el perfil premium,ACCOUNT,switch_account,original
ayuda para cancelar la compra numero_pedido,ORDER,cancel_order,original
dónde puedo obtener el reembolso de mi dinero,REFUND,get_refund,original
dónde puedo notificar un problema con los pagos en línea,PAYMENT,payment_issue,original
editar cuenta platino,ACCOUNT,edit_account,original
cómo puedo notificar los errores en el pago,PAYMENT,payment_issue,original
puedo consultar cuándo llegará mi paquete,DELIVERY,delivery_period,original
tengo que usar el perfil estándar necesito ayuda,ACCOUNT,switch_account,original
ayúdame a restablecer la contraseña de mi perfil,ACCOUNT,recover_password,original
necesito ganar varios objetos sangrientos cómo podría hacerlo,ORDER,place_order,original
no sé cómo podría editar mi maldita cuenta,ACCOUNT,edit_account,original
ayúdame a usar el perfil tipo_cuenta,ACCOUNT,switch_account,original
necesito ayuda para solicitar reembolsos,REFUND,get_refund,original
tengo que ver en qué horario puedo contactar con el servicio de atención al cliente,CONTACT,contact_customer_service,original
ayúdame a restablecer mi pin de usuario,ACCOUNT,recover_password,original
ayuda para darte de baja de tu boletín informativo,SUBSCRIPTION,newsletter_subscription,original
ya no puedo pagar la compra numero_pedido,ORDER,cancel_order,original
cómo puedo listar las opciones de pago permitidas,PAYMENT,check_payment_methods,original
cómo puedo ver las opciones de envío que ofrecen,DELIVERY,delivery_options,original
tengo que suscribirme a tu boletín informativo necesito ayuda,SUBSCRIPTION,newsletter_subscription,original
puedes ayudarme a cambiar a la cuenta estándar,ACCOUNT,switch_account,original
quiero ver los métodos de pago aceptados me puedes ayudar,PAYMENT,check_payment_methods,original
intento presentar una queja de cliente,FEEDBACK,complaint,original
tengo problemas con la modificación de una dirección de envío,SHIPPING,change_shipping_address,original
me gustaría enviar mis comentarios sobre un producto ayúdenme,FEEDBACK,review,original
no puedo pagar ayúdenme a reportar los malditos problemas con los pagos,PAYMENT,payment_issue,original
tengo que usar el perfil tipo_cuenta cómo lo hago,ACCOUNT,switch_account,original
ayúdenme a comprobar en qué casos puedo solicitar la devolución de mi dinero,REFUND,check_refund_policy,original
problemas al cancelar la compra numero_pedido,ORDER,cancel_order,original
no sé qué hacer para comprobar la maldita comisión por retirada,CANCEL,check_cancellation_fee,original
espero un reembolso de monto_reembolso dólares,REFUND,track_refund,original
tengo que comprobar en qué situaciones puedo solicitar un reembolso,REFUND,check_refund_policy,original
qué debo hacer para hablar con alguien,CONTACT,contact_human_agent,original
cómo puedo informar de un problema con el pago,PAYMENT,payment_issue,original
quiero ayuda para cambiar a la maldita cuenta platino,ACCOUNT,switch_account,original
actualizando la cuenta pro,ACCOUNT,edit_account,original
cómo enviar comentarios sobre un servicio,FEEDBACK,review,original
eliminar artículo del pedido numero_pedido,ORDER,change_order,original
tengo que ver cuándo puedo esperar mi producto ayúdenme,DELIVERY,delivery_period,original
quiero ayuda para cancelar la compra numero_pedido,ORDER,cancel_order,original
ayuda para reportar un problema con los pagos,PAYMENT,payment_issue,original
no sé qué debo hacer para revisar la factura n 12588,INVOICE,check_invoice,original
no sé cómo eliminar la cuenta tipo_cuenta,ACCOUNT,delete_account,original
tengo una pregunta sobre un código pin perdido,ACCOUNT,recover_password,original
dónde puedo comprar varios productos,ORDER,place_order,original
tengo que informar de problemas con los registros ayúdenme,ACCOUNT,registration_problems,original
necesito obtener una compensación,REFUND,get_refund,original
me gustaría comprar alguno de sus productos cómo puedo hacerlo,ORDER,place_order,original
necesito saber en qué casos puedo solicitar un reembolso,REFUND,check_refund_policy,original
cómo puedo obtener mis facturas de nombre_persona,INVOICE,get_invoice,original
no sé cómo puedo ponerme en contacto con el servicio de atención al cliente,CONTACT,contact_customer_service,original
quiero ayuda para saber en qué casos puedo solicitar reembolsos,REFUND,check_refund_policy,original
la dirección ha cambiado puedo actualizarla,SHIPPING,change_shipping_address,original
no sé cómo rastrear el pedido numero_pedido,ORDER,track_order,original
qué debo hacer para hablar con una persona,CONTACT,contact_human_agent,original
tengo que informar de problemas de pago,PAYMENT,payment_issue,original
necesito información sobre cómo darme de baja de su boletín informativo,SUBSCRIPTION,newsletter_subscription,original
necesito ayuda para agregar un artículo al pedido numero_pedido,ORDER,change_order,original
necesito ayuda para recibir compensaciones de mi dinero,REFUND,get_refund,original
necesito ayuda para recuperar la clave de mi cuenta de usuario,ACCOUNT,recover_password,original
puedes mostrarme las opciones de pago permitidas,PAYMENT,check_payment_methods,original
crear una cuenta pro para mi esposa,ACCOUNT,create_account,original
necesito enviar mis comentarios cómo lo hago,FEEDBACK,review,original
