instruction,category,intent,instruction_es
i do not know what i need to do to request a compensation,REFUND,get_refund,No sé qué debo hacer para solicitar una compensación.
how could I get information about a pro account deletion?,ACCOUNT,delete_account,¿Cómo puedo obtener información sobre la eliminación de una cuenta Pro?
I do not know how to reset my goddamn user account PIN code,ACCOUNT,recover_password,No sé cómo restablecer el código PIN de mi cuenta de usuario.
what do i need to do to leave some feedback,FEEDBACK,review,¿Qué debo hacer para dejar comentarios?
pudate {{Account Category}} account,ACCOUNT,edit_account,pudate {{Categoría de cuenta}} cuenta
ineed assistance receiving ur company newsletter,SUBSCRIPTION,newsletter_subscription,Necesito ayuda para recibir el boletín informativo de nuestra empresa.
could i submit my secondary shipping address,SHIPPING,set_up_shipping_address,¿Puedo proporcionar mi dirección de envío secundaria?
can I change to the freemium account?,ACCOUNT,switch_account,¿Puedo cambiar a la cuenta freemium?
payment issue,PAYMENT,payment_issue,problema de pago
assistance shopping some of your product,ORDER,place_order,Asistencia para comprar algunos de sus productos
wamna switch some products of order {{Order Number}},ORDER,change_order,quiero cambiar algunos productos del pedido {{Número de pedido}}
I am waiting for a compensation of {{Refund Amount}} dollars,REFUND,track_refund,Estoy esperando una compensación de {{Refund Amount}} dólares.
what do I need to do to locate purchase {{Order Number}}?,ORDER,track_order,¿Qué debo hacer para localizar la compra {{Número de pedido}}?
"I have got to get the bill from {{Person Name}}, will you help me?",INVOICE,get_invoice,"Tengo que conseguir la factura de {{Nombre de la persona}}, ¿me ayudas?"
wannasee the cancellation penalties can uhelp me,CANCEL,check_cancellation_fee,"Quiero ver las penalizaciones por cancelación, ¿me puedes ayudar?"
how do i contact someone,CONTACT,contact_human_agent,¿Cómo puedo contactar con alguien?
I try to see how long it takes for my parcel to arrive,DELIVERY,delivery_period,Intento averiguar cuánto tarda en llegar mi paquete.
I am looking for information about the shipping period,DELIVERY,delivery_period,Estoy buscando información sobre el período de envío
need help to set my delivery address up,SHIPPING,set_up_shipping_address,Necesito ayuda para configurar mi dirección de entrega.
could you help me to see what payment methods are accepted?,PAYMENT,check_payment_methods,¿Podrías ayudarme a ver qué métodos de pago se aceptan?
is it possible to see when will my package arrive?,DELIVERY,delivery_period,¿Es posible saber cuándo llegará mi paquete?
I do not know how to reset my user password,ACCOUNT,recover_password,No sé cómo restablecer mi contraseña de usuario.
can uhelp me to unsubscribe from ur corporate newsletter,SUBSCRIPTION,newsletter_subscription,¿Puedes ayudarme a darme de baja de tu boletín informativo corporativo?
I cannot modify order {{Order Number}},ORDER,change_order,No puedo modificar el pedido {{Número de pedido}}.
"I cannot open a profile, I have to report a signup error",ACCOUNT,registration_problems,"No puedo abrir un perfil, tengo que informar de un error de registro."
is it possible toorder from {{Delivery City}},DELIVERY,delivery_options,¿Es posible realizar un pedido desde {{Delivery City}}?
what do i need to do to see the termination fee,CANCEL,check_cancellation_fee,¿Qué debo hacer para ver la tarifa de cancelación?
have problems with canceling purchase {{Order Number}},ORDER,cancel_order,Tengo problemas para cancelar la compra {{Número de pedido}}
help me obtain a compensation of money,REFUND,get_refund,Ayúdame a obtener una compensación económica.
"I need to cancel my damn newsletter subscription, help me",SUBSCRIPTION,newsletter_subscription,"Necesito cancelar mi maldita suscripción al boletín informativo, ayúdenme."
i have to check how soon can i expect tne article,DELIVERY,delivery_period,Tengo que comprobar cuándo puedo esperar el artículo.
i dont know how to change to the {{Account Type}} account,ACCOUNT,switch_account,No sé cómo cambiar a la cuenta {{Account Type}}
need assiwtance seeing the ETA of the order {{Order Number}},ORDER,track_order,Necesito ayuda para ver la fecha estimada de llegada del pedido {{Número de pedido}}.
I want to check at what time I can contact customer support,CONTACT,contact_customer_service,Quiero saber a qué hora puedo contactar con el servicio de atención al cliente.
purchase {{Order Number}} status,ORDER,track_order,estado de la compra {{Número de pedido}}
see the early exit penalties,CANCEL,check_cancellation_fee,Consulte las penalizaciones por salida anticipada.
I do not know how I can notify of registration issues,ACCOUNT,registration_problems,No sé cómo puedo notificar los problemas de registro.
I need assistance trying to edit my shipping address,SHIPPING,change_shipping_address,Necesito ayuda para editar mi dirección de envío.
help buying some of your product,ORDER,place_order,ayuda para comprar algunos de sus productos
I need assistance to receive a refund of my money,REFUND,get_refund,Necesito ayuda para recibir el reembolso de mi dinero.
need assistance seeing how soon can i expect my article,DELIVERY,delivery_period,Necesito ayuda para saber cuándo puedo esperar mi artículo.
help submitting feedback about a service,FEEDBACK,review,ayuda para enviar comentarios sobre un servicio
I want help unsubscribing from the company newsletter,SUBSCRIPTION,newsletter_subscription,Quiero ayuda para darme de baja del boletín informativo de la empresa.
how to ask for reimbursements of money,REFUND,get_refund,cómo solicitar el reembolso de dinero
need to report issues with registrations,ACCOUNT,registration_problems,Es necesario informar sobre problemas con los registros.
I have an issue correcting my damn delivery address,SHIPPING,change_shipping_address,Tengo un problema para corregir mi maldita dirección de entrega.
"I have got to download bill #85632, help me",INVOICE,get_invoice,"Tengo que descargar la factura #85632, ayúdenme."
I need to see if there is anything new on the compensation,REFUND,track_refund,Necesito ver si hay alguna novedad sobre la compensación.
I am trying to find information about a forgotten PIN code,ACCOUNT,recover_password,Estoy intentando encontrar información sobre un código PIN olvidado.
i have a problem with openng a platinum account,ACCOUNT,create_account,Tengo un problema al abrir una cuenta platino.
can you help me to cancel my newsletter subscription?,SUBSCRIPTION,newsletter_subscription,¿Puedes ayudarme a cancelar mi suscripción al boletín informativo?
can i see in what situations can i ask for reimbursements,REFUND,check_refund_policy,¿Puedo ver en qué situaciones puedo solicitar reembolsos?
i call to write a comment about a service,FEEDBACK,review,Llamo para escribir un comentario sobre un servicio.
help me to sign up to the company newsletter,SUBSCRIPTION,newsletter_subscription,Ayúdame a suscribirme al boletín informativo de la empresa.
I don't know what I need to do to talk to somebody,CONTACT,contact_human_agent,No sé qué tengo que hacer para hablar con alguien.
assistance seeing how soon can i expect the delivery,DELIVERY,delivery_period,Ayuda para saber cuándo puedo esperar la entrega.
I have issues entering a new delivery address,SHIPPING,set_up_shipping_address,Tengo problemas para introducir una nueva dirección de entrega.
"I want to update my goddamn personal info, how to do it?",ACCOUNT,edit_account,"Quiero actualizar mi maldita información personal, ¿cómo lo hago?"
I try to inform of a payment issue,PAYMENT,payment_issue,Intento informar sobre un problema de pago.
I don't know how I could list your payment modalities,PAYMENT,check_payment_methods,No sé cómo podría enumerar sus modalidades de pago.
help me check in which cases can I ask to be reimbursed,REFUND,check_refund_policy,Ayúdenme a comprobar en qué casos puedo solicitar un reembolso.
I need assistance checking the methods for shipment,DELIVERY,delivery_options,Necesito ayuda para verificar los métodos de envío.
what do I need to do to open a platinum account for my dad?,ACCOUNT,create_account,¿Qué debo hacer para abrir una cuenta platino para mi padre?
how could i buy esveral products,ORDER,place_order,¿Cómo podría comprar varios productos?
assistance to see what hours I can call customer service,CONTACT,contact_customer_service,Ayuda para saber en qué horario puedo llamar al servicio de atención al cliente.
help to purchase several of your item,ORDER,place_order,ayuda para comprar varios de sus artículos
could you help me listing your accepted payment methods?,PAYMENT,check_payment_methods,¿Podrías ayudarme a enumerar los métodos de pago que aceptas?
what do I havew to do to earn a few of your article?,ORDER,place_order,¿Qué tengo que hacer para ganar algunos de sus artículos?
"I want to modify my user, can you help me?",ACCOUNT,edit_account,"Quiero modificar mi usuario, ¿me puedes ayudar?"
I don't know how I can download the bills from {{Person Name}},INVOICE,get_invoice,No sé cómo puedo descargar las facturas de {{Nombre de la persona}}.
eqrn several of your item,ORDER,place_order,varios de sus artículos
can I check what delivery methods I can choose?,DELIVERY,delivery_options,¿Puedo consultar qué métodos de envío puedo elegir?
tell me about signingup to ur corporate newsletter,SUBSCRIPTION,newsletter_subscription,Cuéntame cómo puedo suscribirme a vuestro boletín corporativo.
I can't report issues with signup,ACCOUNT,registration_problems,No puedo reportar problemas con el registro.
support submitting a new delivery address,SHIPPING,set_up_shipping_address,Ayuda para enviar una nueva dirección de entrega
I need help to close my premium account,ACCOUNT,delete_account,Necesito ayuda para cerrar mi cuenta premium.
changing data on standard account,ACCOUNT,edit_account,Cambio de datos en la cuenta estándar
can ya help me cancel my platinum account,ACCOUNT,delete_account,¿Puedes ayudarme a cancelar mi cuenta platino?
cance order {{Order Number}},ORDER,cancel_order,cancelar pedido {{Número de pedido}}
I want assistance seeing the withdrawal penalty,CANCEL,check_cancellation_fee,Quiero ayuda para entender la penalización por retiro.
how to switch to the {{Account Type}} account?,ACCOUNT,switch_account,¿Cómo cambiar a la cuenta {{Account Type}}?
help me to make a claim against your compay,FEEDBACK,complaint,Ayúdenme a presentar una reclamación contra su empresa.
can you help me see when my order is going to arrive?,DELIVERY,delivery_period,¿Podrías ayudarme a saber cuándo llegará mi pedido?
where can I see how long it takes for the order to arrive?,DELIVERY,delivery_period,¿Dónde puedo ver cuánto tarda en llegar el pedido?
i have to see what hours customer support available is,CONTACT,contact_customer_service,Tengo que ver qué horario tiene disponible el servicio de atención al cliente.
need assistance to speak with customer support,CONTACT,contact_customer_service,Necesito ayuda para hablar con el servicio de atención al cliente.
I have to see your refund policy,REFUND,check_refund_policy,Tengo que ver su política de reembolsos.
i want help ordering an article,ORDER,place_order,Quiero ayuda para pedir un artículo.
cancelling order {{Order Number}},ORDER,cancel_order,Cancelación del pedido {{Número de pedido}}
help me check inwhat cases can i ask for refunds,REFUND,check_refund_policy,Ayúdenme a comprobar en qué casos puedo solicitar reembolsos.
could i check when my package is gonna arive,DELIVERY,delivery_period,¿Puedo consultar cuándo llegará mi paquete?
I do not know what to do to check my bill from {{Person Name}},INVOICE,check_invoice,No sé qué hacer para consultar mi factura de {{Nombre de la persona}}.
shipments to {{Delivery City}},DELIVERY,delivery_options,Envíos a {{Ciudad de entrega}}
do you deliver to {{Delivery City}} ?,DELIVERY,delivery_options,¿Realizan envíos a {{Delivery City}}?
assistance listing your available payment methods,PAYMENT,check_payment_methods,Ayuda para enumerar sus métodos de pago disponibles
help me seeing ur refund policy,REFUND,check_refund_policy,Ayúdenme a ver su política de reembolsos
I don't know how to set a secondary shipping address up,SHIPPING,set_up_shipping_address,No sé cómo configurar una dirección de envío secundaria.
i have to see the ETA of order {{Order Number}} can ya help me,ORDER,track_order,Necesito saber la fecha estimada de entrega del pedido {{Número de pedido}} ¿Puedes ayudarme?
I need help seeing how long reimbursements usually take,REFUND,check_refund_policy,Necesito ayuda para saber cuánto tiempo suelen tardar los reembolsos.
i have got to send some fedback about ur products,FEEDBACK,review,Tengo que enviar algunos comentarios sobre sus productos.
I try to cancel purchase {{Order Number}},ORDER,cancel_order,Intento cancelar la compra {{Número de pedido}}
I want help to earn several of your article,ORDER,place_order,Quiero ayuda para ganar varios de sus artículos
i cannot find anything about the early termination charge,CANCEL,check_cancellation_fee,No encuentro nada sobre el cargo por cancelación anticipada.
I want assistance demanding rebates of my money,REFUND,get_refund,Quiero ayuda para exigir el reembolso de mi dinero.
i need help entering my new delivery address,SHIPPING,set_up_shipping_address,Necesito ayuda para introducir mi nueva dirección de entrega.
help me find my fucking invoices from {{Person Name}},INVOICE,check_invoice,Ayúdame a encontrar mis malditas facturas de {{Nombre de la persona}}
I am trying to submit my bloody feedback for your services,FEEDBACK,review,Estoy intentando enviar mis malditos comentarios sobre sus servicios.
i have a problem with the cancellation of my {{Account Category}} account,ACCOUNT,delete_account,Tengo un problema con la cancelación de mi cuenta {{Account Category}}.
i dont kow how to retrieve my profile key,ACCOUNT,recover_password,No sé cómo recuperar mi clave de perfil.
I do not know what to do to chat with someone,CONTACT,contact_human_agent,No sé qué hacer para hablar con alguien.
where can I see the status of the restitution?,REFUND,track_refund,¿Dónde puedo consultar el estado de la restitución?
can ya help me seeing the terminatio penalties,CANCEL,check_cancellation_fee,¿Puedes ayudarme a ver las penalizaciones por rescisión?
how do I create a {{Account Category}} account?,ACCOUNT,create_account,¿Cómo creo una cuenta de {{Categoría de cuenta}}?
I don't know how to notify of an issue with goddamn sign-up,ACCOUNT,registration_problems,No sé cómo notificar un problema con el maldito registro.
i need assistance to solve payment errors,PAYMENT,payment_issue,Necesito ayuda para solucionar errores de pago.
I try to see your accepted payment methods,PAYMENT,check_payment_methods,Intento ver los métodos de pago que aceptas.
I need assistance chatting with a person,CONTACT,contact_human_agent,Necesito ayuda para chatear con una persona.
can I order from {{Delivery Country}}?,DELIVERY,delivery_options,¿Puedo hacer un pedido desde {{País de entrega}}?
what do i need to deo to obtain a refund of money,REFUND,get_refund,¿Qué necesito hacer para obtener un reembolso de dinero?
I want support trying to change my address,SHIPPING,change_shipping_address,Quiero ayuda para intentar cambiar mi dirección.
is it possible to check how long the shipping takes?,DELIVERY,delivery_period,¿Es posible comprobar cuánto tarda el envío?
file complaint,FEEDBACK,complaint,presentar una queja
help me writing a comment for a service,FEEDBACK,review,Ayúdame a escribir un comentario para un servicio.
help me seeing what hours I can call customer support,CONTACT,contact_customer_service,Ayúdenme a saber en qué horario puedo llamar al servicio de atención al cliente.
I want help checking when my article is going to arrive,DELIVERY,delivery_period,Quiero ayuda para comprobar cuándo llegará mi artículo.
i want assistance to give a quick look at the invoice #37777,INVOICE,check_invoice,Quiero ayuda para echar un vistazo rápido a la factura n.° 37777.
how to list ur accepted payment methodd,PAYMENT,check_payment_methods,Cómo listar tus métodos de pago aceptados
want assistance reporting an error with payments,PAYMENT,payment_issue,Necesito ayuda para reportar un error con los pagos.
will you direct to me someone?,CONTACT,contact_human_agent,¿Podrías indicarme a alguien?
delete {{Account Type}} acvount,ACCOUNT,delete_account,eliminar {{Tipo de cuenta}} cuenta
I'd liek to check the invoices from {{Person Name}} how to do it,INVOICE,check_invoice,Me gustaría revisar las facturas de {{Nombre de la persona}} ¿cómo puedo hacerlo?
what do I have to do to use the standard account?,ACCOUNT,switch_account,¿Qué debo hacer para usar la cuenta estándar?
I want assistance earning a few of your product,ORDER,place_order,Quiero ayuda para ganar algunos de sus productos.
I want to chat with an assistant,CONTACT,contact_human_agent,Quiero hablar con un asistente.
I'm waiting for a compensation of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,Estoy esperando una compensación de {{Moneda Símbolo}}{{Importe del Reembolso}}
"the payment failed, assistance informing of an issue",PAYMENT,payment_issue,"El pago falló, la asistencia informa de un problema."
I do not know how to order a product,ORDER,place_order,No sé cómo pedir un producto.
help me canceling purchase {{Order Number}},ORDER,cancel_order,Ayúdenme a cancelar la compra {{Número de pedido}}
how much would you charge me if I cancelled the contract?,CANCEL,check_cancellation_fee,¿Cuánto me cobrarían si cancelara el contrato?
i need information about the termination of my {{Account Type}} account,ACCOUNT,delete_account,Necesito información sobre la cancelación de mi cuenta {{Account Type}}.
where can I subscribe to your newsletter?,SUBSCRIPTION,newsletter_subscription,¿Dónde puedo suscribirme a su boletín informativo?
want assistance to take a quick look at the invoice #85632,INVOICE,check_invoice,Necesito ayuda para revisar rápidamente la factura n.° 85632.
I have got to request a refund,REFUND,get_refund,Tengo que solicitar un reembolso.
I awnt to lodge a customer complaint against your company,FEEDBACK,complaint,Quiero presentar una queja como cliente contra su empresa.
is there a section to leave some feedack for ur services,FEEDBACK,review,¿Hay alguna sección para dejar comentarios sobre sus servicios?
want assistance writing a comment about a service,FEEDBACK,review,¿Necesitas ayuda para escribir un comentario sobre un servicio?
"I have to check the status of my rebate, I need help",REFUND,track_refund,"Tengo que comprobar el estado de mi reembolso, necesito ayuda."
where to check how long it takes for my article to arrive?,DELIVERY,delivery_period,¿Dónde puedo consultar cuánto tarda en llegar mi artículo?
assistance to see your accepted payment methods,PAYMENT,check_payment_methods,Asistencia para ver los métodos de pago aceptados.
I want help changing to the {{Account Category}} account,ACCOUNT,switch_account,Quiero ayuda para cambiar a la cuenta {{Account Category}}
I cannot retrieve the password of my user account,ACCOUNT,recover_password,No puedo recuperar la contraseña de mi cuenta de usuario.
want help to  inform of errors with signup,ACCOUNT,registration_problems,Quiero ayuda para informar sobre errores en el registro.
show me the eta of the order {{Order Number}},ORDER,track_order,Muéstrame la fecha estimada de entrega del pedido {{Número de pedido}}
I try to set up my delivery address,SHIPPING,set_up_shipping_address,Intento configurar mi dirección de entrega
I want to see at what time I can call customer service,CONTACT,contact_customer_service,Quiero saber a qué hora puedo llamar al servicio de atención al cliente.
i dont know what to do to cancel order {{Order Number}},ORDER,cancel_order,No sé qué hacer para cancelar el pedido {{Número de pedido}}.
I have got to check the withdrawal penalty,CANCEL,check_cancellation_fee,Tengo que comprobar la penalización por retirada.
what do I have to do to cancel my {{Account Category}} acdcount?,ACCOUNT,delete_account,¿Qué debo hacer para cancelar mi cuenta de {{Account Category}}?
where to check te termination charges,CANCEL,check_cancellation_fee,dónde consultar los cargos por cancelación
I need assistance cancelling purchase {{Order Number}},ORDER,cancel_order,Necesito ayuda para cancelar la compra {{Número de pedido}}.
"I have to see the withdrawal penalties, help me",CANCEL,check_cancellation_fee,"Tengo que ver las penalizaciones por retiro, ayúdenme"
correcting info on standard account,ACCOUNT,edit_account,Corrección de información en la cuenta estándar
help me to unsubscribe from  ur damn corporate newsletter,SUBSCRIPTION,newsletter_subscription,Ayúdenme a darme de baja de su maldito boletín corporativo.
what do I need to do to set the delivery address up?,SHIPPING,set_up_shipping_address,¿Qué debo hacer para configurar la dirección de entrega?
I don't know how I can close a standard account,ACCOUNT,delete_account,No sé cómo puedo cerrar una cuenta estándar.
how do I make a reclamation against your organization?,FEEDBACK,complaint,¿Cómo puedo presentar una reclamación contra su organización?
use gold account,ACCOUNT,switch_account,usar cuenta oro
I don't know how to get the bill #00108,INVOICE,get_invoice,No sé cómo obtener la factura n.° 00108.
want help  submitting my delivery address,SHIPPING,set_up_shipping_address,Necesito ayuda para enviar mi dirección de entrega.
can uhelp me leaving feedback about ur company,FEEDBACK,review,¿Puedes ayudarme a dejar una reseña sobre tu empresa?
can I order from {{Delivery City}}?,DELIVERY,delivery_options,¿Puedo hacer un pedido desde {{Delivery City}}?
can i order frrom {{Delivery Country}},DELIVERY,delivery_options,¿Puedo hacer un pedido desde {{País de entrega}}?
editting details on premium account,ACCOUNT,edit_account,editar detalles en la cuenta premium
I want help to track the compensation,REFUND,track_refund,Quiero ayuda para hacer un seguimiento de la compensación.
how to notify of a problem with a registration,ACCOUNT,registration_problems,Cómo notificar un problema con un registro
need to set up the secondary shipping address,SHIPPING,set_up_shipping_address,Es necesario configurar la dirección de envío secundaria.
can you help me resetting my user account key?,ACCOUNT,recover_password,¿Puedes ayudarme a restablecer la clave de mi cuenta de usuario?
could I reset my account PIN?,ACCOUNT,recover_password,¿Puedo restablecer el PIN de mi cuenta?
edit premium accont,ACCOUNT,edit_account,editar cuenta premium
help me filing a complaint,FEEDBACK,complaint,Ayúdenme a presentar una queja.
i cannot understand ui want assistance to chat with an agent,CONTACT,contact_human_agent,No entiendo la interfaz de usuario. Quiero ayuda para chatear con un agente.
how do I update the information included on my account?,ACCOUNT,edit_account,¿Cómo actualizo la información de mi cuenta?
i have to leave an opinion about a product,FEEDBACK,review,Tengo que dejar una opinión sobre un producto.
where to cancel the subscription to your newsletter?,SUBSCRIPTION,newsletter_subscription,¿Dónde puedo cancelar la suscripción a su boletín informativo?
assistance setting my new shipping address up,SHIPPING,set_up_shipping_address,Ayuda para configurar mi nueva dirección de envío
I nmeed assistance calling customer support,CONTACT,contact_customer_service,Necesito ayuda llamando al servicio de atención al cliente.
I'm trying to find information about my pin recovery,ACCOUNT,recover_password,Estoy intentando encontrar información sobre la recuperación de mi PIN.
give me information about the deletion of a {{Account Type}} account,ACCOUNT,delete_account,Dame información sobre la eliminación de una cuenta {{Account Type}}
can you show me in which situations can I request refunds?,REFUND,check_refund_policy,¿Podría indicarme en qué situaciones puedo solicitar un reembolso?
how to see when my package is going to arrive?,DELIVERY,delivery_period,¿Cómo puedo saber cuándo llegará mi paquete?
want help to write a review for your services,FEEDBACK,review,¿Necesitas ayuda para escribir una reseña sobre tus servicios?
I have problems entering the shipping address,SHIPPING,set_up_shipping_address,Tengo problemas para ingresar la dirección de envío.
"I have got to unsubscribe to the newsletter, how do I do it?",SUBSCRIPTION,newsletter_subscription,"Tengo que darme de baja del boletín informativo, ¿cómo lo hago?"
need assistance to leave feedback about your company,FEEDBACK,review,Necesito ayuda para dejar comentarios sobre su empresa.
what do I need to do to call customer support?,CONTACT,contact_customer_service,¿Qué debo hacer para llamar al servicio de atención al cliente?
what is order {{Order Number}} current status?,ORDER,track_order,¿Cuál es el estado actual del pedido {{Número de pedido}}?
I need help earning a few of your product,ORDER,place_order,Necesito ayuda para ganar algunos de sus productos.
i dont know how i can check when my order is gonna arrive,DELIVERY,delivery_period,No sé cómo puedo comprobar cuándo va a llegar mi pedido.
what do i need to do to receive a rebate of money,REFUND,get_refund,¿Qué debo hacer para recibir un reembolso de dinero?
I want assistance informing of  issues with payment,PAYMENT,payment_issue,Quiero ayuda para informar sobre problemas con el pago.
I want assistance canceling purchase {{Order Number}},ORDER,cancel_order,Quiero ayuda para cancelar la compra {{Número de pedido}}.
can I modify purchase {{Order Number}}?,ORDER,change_order,¿Puedo modificar la compra {{Número de pedido}}?
"I want to list the allowed payment methods, how to do it?",PAYMENT,check_payment_methods,"Quiero hacer una lista de los métodos de pago permitidos, ¿cómo puedo hacerlo?"
i do not know what to do to switch to the {{Account Category}} account,ACCOUNT,switch_account,No sé qué hacer para cambiar a la cuenta {{Account Category}}
correcting data on {{Account Category}} account,ACCOUNT,edit_account,corrigiendo datos en la cuenta {{Categoría de cuenta}}
I expect a damn rebate of {{Refund Amount}} dollars,REFUND,track_refund,Espero un maldito reembolso de {{Refund Amount}} dólares.
"I have to list the payment modalities, can I get some help?",PAYMENT,check_payment_methods,"Tengo que enumerar las modalidades de pago, ¿me pueden ayudar?"
deleting something from order {{Order Number}},ORDER,change_order,Eliminar algo del pedido {{Número de pedido}}
I need to speak with someone,CONTACT,contact_human_agent,Necesito hablar con alguien
I don't know how to demand a restitution of money,REFUND,get_refund,No sé cómo exigir la devolución del dinero.
help me to contact someone,CONTACT,contact_human_agent,Ayúdame a contactar con alguien
need assistance to restore my user account PIN code,ACCOUNT,recover_password,Necesito ayuda para recuperar el código PIN de mi cuenta de usuario.
i have problesm with my forgotten pwd,ACCOUNT,recover_password,Tengo un problema con mi contraseña olvidada.
problem with forgotten keys,ACCOUNT,recover_password,Problema con llaves olvidadas
i need help to file a complaint,FEEDBACK,complaint,Necesito ayuda para presentar una queja.
I am waiting for a restitution of {{Refund Amount}} dollars,REFUND,track_refund,Estoy esperando un reembolso de {{Cantidad de reembolso}} dólares.
have a question about canceling order {{Order Number}},ORDER,cancel_order,Tengo una pregunta sobre la cancelación del pedido {{Número de pedido}}.
I do not know how to obtain rebates of money,REFUND,get_refund,No sé cómo obtener reembolsos de dinero.
I have a question about a password recovery,ACCOUNT,recover_password,Tengo una pregunta sobre la recuperación de contraseñas.
wanna get the invoice from {{Person Name}} help me,INVOICE,get_invoice,"Quiero obtener la factura de {{Nombre de la persona}}, ayúdame."
wanna check the eta of order {{Order Number}} how to do it,ORDER,track_order,Quiero consultar la fecha estimada de entrega del pedido {{Número de pedido}} ¿Cómo puedo hacerlo?
i need help cancelling purchase {{Order Number}},ORDER,cancel_order,Necesito ayuda para cancelar la compra {{Número de pedido}}
check your money back policy,REFUND,check_refund_policy,Consulta tu política de reembolso.
modifying information on pro account,ACCOUNT,edit_account,Modificar la información de la cuenta Pro
where to report sign-up problems?,ACCOUNT,registration_problems,¿Dónde puedo informar sobre problemas con el registro?
could i delete a item from purchase {{Order Number}},ORDER,change_order,¿Puedo eliminar un artículo de la compra {{Número de pedido}}?
wanna know more about the shipping periods,DELIVERY,delivery_period,¿Quieres saber más sobre los plazos de envío?
want assistance checking how soon can  i expect the product,DELIVERY,delivery_period,Quiero ayuda para saber cuándo puedo esperar el producto.
I have an issue trying to correct my delivery address,SHIPPING,change_shipping_address,Tengo un problema al intentar corregir mi dirección de entrega.
I want ot retrieve the access key of my user account,ACCOUNT,recover_password,Quiero recuperar la clave de acceso de mi cuenta de usuario.
I'd like to track purchase {{Order Number}} i need assistance,ORDER,track_order,Me gustaría hacer un seguimiento de la compra {{Número de pedido}}. Necesito ayuda.
I want help to contact customer assistance,CONTACT,contact_customer_service,Quiero ayuda para contactar con atención al cliente.
I do not know how I could create a standard account,ACCOUNT,create_account,No sé cómo podría crear una cuenta estándar.
what do i have to do to submit my shipping  address,SHIPPING,set_up_shipping_address,¿Qué debo hacer para enviar mi dirección de envío?
want help filing a consumer complaint,FEEDBACK,complaint,¿Necesita ayuda para presentar una queja de consumidor?
I want assistance to see your accepted payment modalities,PAYMENT,check_payment_methods,Quiero ayuda para ver las modalidades de pago que aceptan.
where to lodge a complaint against ur business,FEEDBACK,complaint,dónde presentar una queja contra su empresa
I do not know what I have to do to make a reclamation,FEEDBACK,complaint,No sé qué tengo que hacer para presentar una reclamación.
how to see the early termination  fees?,CANCEL,check_cancellation_fee,¿Cómo puedo ver las tarifas por cancelación anticipada?
I need help canceling order {{Order Number}},ORDER,cancel_order,Necesito ayuda para cancelar el pedido {{Número de pedido}}.
I am trying to check how soon can I expect the damn shipment,DELIVERY,delivery_period,Estoy intentando averiguar cuándo puedo esperar el maldito envío.
can you help me getting bill #85632?,INVOICE,get_invoice,¿Puedes ayudarme a conseguir la factura número 85632?
what do I have to do to obtain rebates?,REFUND,get_refund,¿Qué debo hacer para obtener reembolsos?
modify data on premium account,ACCOUNT,edit_account,modificar datos en la cuenta premium
can i speak with somebody,CONTACT,contact_human_agent,¿Puedo hablar con alguien?
i need assistance making a consumer claim aginst ur business,FEEDBACK,complaint,Necesito ayuda para presentar una reclamación como consumidor contra su empresa.
I need assistance talking with a fucking operator,CONTACT,contact_human_agent,Necesito ayuda para hablar con un maldito operador.
issues with payment,PAYMENT,payment_issue,problemas con el pago
what do I need to do to receive the corporate newsletter?,SUBSCRIPTION,newsletter_subscription,¿Qué debo hacer para recibir el boletín informativo de la empresa?
can you help me switching a fucking item of order {{Order Number}}?,ORDER,change_order,¿Puedes ayudarme a cambiar un maldito artículo del pedido {{Número de pedido}}?
want assistance talking to an operator,CONTACT,contact_human_agent,¿Necesita ayuda para hablar con un operador?
could I edit my personal information?,ACCOUNT,edit_account,¿Puedo editar mi información personal?
need help submitting feedback for yor services,FEEDBACK,review,Necesito ayuda para enviar comentarios sobre sus servicios.
I do not know how I can download my invoice #37777,INVOICE,get_invoice,No sé cómo puedo descargar mi factura n.° 37777.
want assistance lodging a consumer claim against yur company,FEEDBACK,complaint,¿Necesita ayuda para presentar una reclamación de consumidor contra su empresa?
i dont know what i need to do to speak to a person,CONTACT,contact_human_agent,No sé qué tengo que hacer para hablar con una persona.
I have got to elave feedback about your products,FEEDBACK,review,Tengo que dar mi opinión sobre sus productos.
i do not know what to do to cancel order {{Order Number}},ORDER,cancel_order,No sé qué hacer para cancelar el pedido {{Número de pedido}}.
help me setting another delivery address up,SHIPPING,set_up_shipping_address,Ayúdame a configurar otra dirección de entrega.
there are problems trying to modify the shipping address,SHIPPING,change_shipping_address,Hay problemas al intentar modificar la dirección de envío.
i try to report issues with payments,PAYMENT,payment_issue,Intento reportar problemas con los pagos.
shipmetns to {{Delivery City}},DELIVERY,delivery_options,Envíos a {{Ciudad de entrega}}
i dont know what to do tl talk to an agent,CONTACT,contact_human_agent,"No sé qué hacer, hablar con un agente."
need help seeing your available payment option,PAYMENT,check_payment_methods,¿Necesitas ayuda para ver tus opciones de pago disponibles?
I have problems submitting the delivery address,SHIPPING,set_up_shipping_address,Tengo problemas para enviar la dirección de entrega.
editing {{Account Category}} account,ACCOUNT,edit_account,Editando la cuenta {{Categoría de cuenta}}
where can I acquire some items?,ORDER,place_order,¿Dónde puedo adquirir algunos artículos?
